 $/ sq ft ,Sale Price,List Price,>90 Day Before Sale Zestimate,$ / sq ft for keywords,Close Date,Street Number,Street Name,Street Suffix,City,County,Zip5,,Beds Total,Baths.Lavs,Est Fin Abv Grd SqFt,Acreage,Architecture Level,Architecture Style, $/ sq ft ,Basement Type,,Sale Price,Exterior,Cooling,Exterior Features,Garage Dimensions,Garage Features,Garage Size,Heating,Original List Price,Photo Count,Pool YN,PUBLIC REMARKS,Avg,Count,Without,SqFt-Est Tot Fin,SqFt-Est Fin Lower Floor,SqFt-Est Fin Abv Grd,SqFt-Est Tot Bsmt,Year Built,Year Remodeled,Porch Type
 $ 178 ,285000,285000,,#N/A,08/08/2018,2221,Elmhurst,Avenue,Royal Oak,Oakland,48073,,3,2,1604,0.17,1 Story,Ranch, $ 178 ,Finished,,285000,Brick,"Ceiling Fans 2+, Central Air",Outside Lighting,,Detached,2 Car,Forced Air,285000,36,FALSE,"CHARMING BRICK RANCH IN DESIRABLE NORTHWOODS SUB! OVERSIZED LIVING ROOM WITH PICTURE WINDOWS GREETS YOU UPON ENTRY; CONTINUE TO UPDATED, OPEN KITCHEN BOASTING GRANITE COUNTERS, GLASS TILE BACKSPLASH AND SS APPLIANCES ADJOINING A LARGE DINING SPACE. FANTASTIC FAMILY ROOM ADDITION IN BACK WITH SLIDER TO STAMPED CONCRETE PATIO. TWO BEDROOMS ON ENTRY LEVEL SHARE A FULL BATH, HARDWOOD FLOORS THROUGHOUT. HUGE FINISHED BASEMENT WITH REC ROOM AND GORGEOUS NEWLY RENOVATED FULL BATH FEATURING SUBWAY TILE, MARBLE SINK AND BENCH IN LARGE EURO GLASS SHOWER. PLENTY OF STORAGE SPACE. NEWER SUMP PUMP. PLANS EXIST FOR POTENTIAL SECOND FLOOR ADDITION - ENDLESS POSSIBILITIES TO EXPAND SPACE AND MAKE THIS HOME YOUR OWN. TWO CAR GARAGE AND FENCED YARD IN BACK. CENTRALLY LOCATED, WALK TO PARKS, SHOPPING, DINING. WELCOME HOME!",$210,154,$196,"1,531",425,"1,106",874,1950,2015,"Deck, Porch"
 $ 178 ,223318,230000,,#N/A,07/05/2018,4340,Mandalay,Avenue,Royal Oak,Oakland,48073,,3,1,1255,0,2 Story,Bungalow, $ 178 ,Unfinished,,223318,Vinyl,Central Air,Fenced,,Detached,2 Car,Forced Air,230000,36,FALSE,FANTASTIC LOCATION HALFWAY BETWEEN R.O AND BIRMINGHAM WITH ALL THEIR GREAT RESTAURANTS AND SHOPPING. BEAUTIFUL PARK ACROSS THE STREET AND MANY OTHERS NEAR BY. WALK TO ROYAL OAK GOLF CENTER. NEWLY REMODELED INTO MODERN OPEN FLOOR PLAN. THIS HOME IS READY TO MOVE IN.  GREAT DECK AND LARGE 2 1/2 CAR GARAGE WITH FENCED YARD. ALL APPLIANCES STAY. FOR ANYONE WHO ENJOYS ENTERTAINING BOTH INDOOR AND OUTDOOR WITH EASY ACCESS TO THE BEST DOWNTOWNS IN MICHIGAN THIS IS PERFECT. UNPACK AND HEAD OUT TO DINNER AT SOME OF MICHIGAN'S BEST RESTAURANTS.,$210,154,$196,"1,862",750,"1,112",750,1954,,"Patio, Porch - Covered"
 $ 178 ,210000,215000,,#N/A,11/08/2018,2124,HUDSON,Avenue,Royal Oak,Oakland,48067,,3,1.1,1180,0.12,2 Story,Bungalow, $ 178 ,Partially Finished,,210000,"Brick, Vinyl",Central Air,,,Detached,2 Car,Forced Air,235000,25,FALSE,"BEAUTIFUL BRICK BUNGALOW WITH LOADS OF CHARM AND CHARACTER. THIS HOME HAS BEEN METICULOUSLY CARED FOR WITH UPDATES. FEATURING A DINING ROOM LEADING TO A BRIGHT AND AIRY KITCHEN PROVIDING MAPLE CABINETS AND STAINLESS STEEL APPLIANCES. THE ADDITION IN THE BACK OFFERS A NICELY SIZED FAMILY ROOM. HARDWOOD FLOORS AND NEWER WINDOWS THROUGHOUT. THE SECOND FLOOR FEATURES A SPACIOUS MASTER BEDROOM WITH BUILT-IN STORAGE AND A WALK-IN CLOSET. THE FINISHED BASEMENT PROVIDES ADDITIONAL LIVING SPACE AND FEATURES A SUBFLOOR WHICH KEEPS IT WARM IN THE WINTER AND COOL IN THE SUMMER. ALSO COMES WITH AMPLE STORAGE AND WORK BENCH AREA. RELAX AND ENJOY THE WARM WEATHER WITH THE PRIVATELY FENCED YARD. BATHROOM HAS BEEN RECENTLY UPDATED AS WELL AS PLUMBING, ELECTRICAL AND MECHANICAL. ALSO FEATURES A 2 CAR TANDEM GARAGE. WALKING DISTANCE TO MULTIPLE PARKS, COMMUNITY CENTER AND NEIGHBORHOOD SCHOOL. MINUTES TO DOWNTOWN RO, FERNDALE AND FREEWAYS. THIS HOUSE IS DELIGHTFUL AND READY TO MOVE-IN. WELCOME HOME!",$210,154,$196,"1,450",400,"1,050",756,1947,,
 $ 178 ,299000,315000,,#N/A,08/17/2018,4334,VERONA,Circle,Royal Oak,Oakland,48073,,3,2,1680,0.21,1 1/2 Story,Cape Cod, $ 178 ,Interior Access Only,,299000,Brick,Ceiling Fans 2+,Outside Lighting,,"Detached, Door Opener, Electricity",2 Car,Forced Air,315000,31,FALSE,"WELCOME TO THIS ""REVERSE CAPE COD"" NAMED BECAUSE DORMERS ARE ON THE REAR OF HOME. LOCATED IN THE EVER POPULAR BEVERLY HILLS OF ROYAL OAK JUST A STONES THROW FROM BIRMINGHAM AND THE WOODWARD CORRIDOR. CORNER LOT ON WRENFORD AND N. VERONA CIRCLE WITH EXTRA BONUS OF BACKING TO A SMALL INTIMATE CITY OF ROYAL OAK GREEN SPACE PARK. LIVING ROOM WITH FIREPLACE OPENS TO DINING AREA. EAT IN KITCHEN WITH ENTRANCE TO SCREENED PORCH AND DECK. FULL BATH AND TWO BEDROOMS COMPLETE THE 1ST FLOOR. UPSTAIRS ARE TWO ADDITIONAL BEDROOMS AND A FULL BATHROOM. TWO CAR DETACHED GARAGE COMPLEMENT THIS BRICK HOME. FULL BASEMENT HOLDS THE LAUNDRY AREA STORAGE AND MECHANICALS AND IS READY TO FINISH. AFTER MANY YEARS, THE SELLER SAYS IT IS TIME FOR A NEW GENERATION TO MAKE IT THEIR OWN. PLEASE GIVE NOTICE FOR SHOWINGS.",$210,154,$196,"1,040",,"1,040","1,000",1953,,Porch - Covered
 $ 178 ,239000,237000,,#N/A,11/02/2018,2623,WEBSTER,Road,Royal Oak,Oakland,48073,,2,1.1,1342,0.15,1 Story,Ranch, $ 178 ,"Daylight, Partially Finished",,239000,Brick,"Ceiling Fans 2+, Central Air, ENERGY STAR® Qualified Ceiling Fan(s)","Chimney Cap(s), ENERGY STAR® Qualified Skylights, Fenced, Outside Lighting",19X19,"Detached, Door Opener, Electricity",2 Car,Forced Air,249000,32,FALSE,"TWO BEDROOM RANCH WITH GREAT POTENTIAL FOR THREE BEDROOM. OPEN BASEMENT CONCEPT WITH INSTALLED FRENCH DRAINAGE SYSTEM. SHARP HOME WITH GREAT OPEN FLOOR PLAN.  ***NEW ROOF IN NOV 2017. ***TWO LARGE VELUX FRESH AIR SKYLIGHTS WITH REMOTE AND RAIN SENSORS.. ***LIMESTONE FLOORING,  HARDWOOD FLOORS.  ***KITCHEN WITH COOK ISLAND & BOSCH INDUCTION COOK TOP **FISHER & PAYKEL REFRIGERATOR, **BOSCH BUILT IN WALL OVEN. **SPACIOUS STAND UP SHOWER & SEPARATE BATHTUB.  **NEST THERMOSTAT.  ***TANK LESS WATER HEATER.  **TRANE HIGH EFFICIENCY FURNACE 96.7 WITH TRANE AIR CLEANER. **GENERATOR OUTDOOR CONNECTION TO RUN THE ENTIRE HOUSE IN CASE OF POWER OUTAGE.**NEW ELECTRIC PANEL IN MARCH 2017. CLOSE TO ADAMS SCHOOL, DOWNTOWN RO, BIRMINGHAM, BEAUMONT HOSPITAL & DETROIT ZOO, 20 MIN TO DOWNTOWN DETROIT. SELLER IS HIGHLY MOTIVATED TO CONSIDER GREAT OFFERS!",$210,154,$196,"1,544",450,"1,094",700,1948,2013,Porch
 $ 179 ,180000,180000,,#N/A,12/13/2018,2717,ROCHESTER,Road,Royal Oak,Oakland,48073,,3,1,1008,0.09,1 1/2 Story,Bungalow, $ 179 ,Partially Finished,,180000,"Stone, Vinyl",Central Air,,,"Detached, Electricity",1 Car,Forced Air,180000,15,FALSE,"WELCOME HOME TO THIS COZY 3 BED, 1 BATH BUNGALOW! CONVENIENTLY LOCATED ON A DIRT SERVICE DRIVE SO YOU’RE NOT DIRECTLY ON ROCHESTER ROAD, THIS HOME PROVIDES EASY ACCESS TO WORK, SHOPPING, NIGHTLIFE AND TOP RATED RESTAURANTS. NEED TO BE SOMEWHERE QUICK? HOP ON I-75, WOODWARD, OR I-696 IN A FLASH! UPDATES INCLUDE: FULLY REMODELED UPSTAIRS MASTER BEDROOM (2018), DISHWASHER (2018), REFINISHED SHOWER TILE (2018), NEW GARAGE ROOF (2017), STOVE (2017), BASEMENT FLOOR (2017), MAIN FLOOR TRIM (2016), HOT WATER TANK (2016), REFINISHED HARDWOOD FLOORS (2015), 95% ENERGY EFFICIENT FURNACE (2014),  WASHER & DRYER (2014), AND NEW PAINT!",$210,154,$196,"1,348",,"1,348","1,348",1952,,Porch - Covered
 $ 179 ,385000,385000,,#N/A,08/01/2018,1320,Hartrick,Avenue,Royal Oak,Oakland,48067,,4,2.2,2150,0.1,2 Story,Colonial, $ 179 ,Finished,,385000,Vinyl,Central Air,,,"Detached, Door Opener, Electricity",2 Car,Forced Air,385000,30,FALSE,"COME SEE THIS UPDATED ROYAL OAK HOME WITH ALL OF THE SPACE AND FEATURES YOU NEED!  YOU WILL FALL IN LOVE WITH THE OVERSIZED MASTER WITH THE PRIVACY OF YOUR OWN MASTER BATH WITH A SEPARATE JETTED TUB, AND A HUGE WALK IN CLOSET.  4 BEDROOMS PLUS AN OFFICE, AND ADDITIONAL SITTING/READING AREA IN THE OPEN SECOND LEVEL LANDING.  LARGE KITCHEN WITH TONS OF STORAGE WITH CHERRY CABINETS WITH GRANITE COUNTERTOPS AND STAINLESS APPLIANCES.  BEAUTIFULLY FINISHED BASEMENT WITH LOTS OF ADDITIONAL ROOM FOR STORAGE AND A BATHROOM.  THE LANDSCAPING, DECK AND PAVER PATIO GIVES YOU THE PRIVACY YOU WANT IN YOUR HOUSE.  WALK TO DOWNTOWN ROYAL OAK AND ENJOY ALL OF THE FOOD, SHOPPING AND NIGHTLIFE THE CITY HAS TO OFFER.  YOU'LL HAVE TO SEE THIS ONE IN PERSON!",$210,154,$196,"1,280",182,"1,098",182,1949,2012,"Patio, Porch"
 $ 179 ,230000,249000,,#N/A,03/19/2019,1402,LYONS,Avenue,Royal Oak,Oakland,48073,,3,2,1284,0.15,1 Story,Ranch, $ 179 ,"Finished, Interior Access Only",,230000,"Aluminum, Brick",Central Air,"Outside Lighting, Sprinkler(s)",27x24,"Detached, Door Opener, Electricity",2 Car,Forced Air,249000,24,FALSE,"TRULY A WONDERFUL RANCH HOME LOCATED IN NORTH ROYAL OAK IN THE NORTHWOOD CROOKS AREA. CLASSIC ONE STORY HOME WITH MANY REDONE EXPOSED HARDWOOD FLOORS, RECENTLY PAINTED INTERIOR AND NATURAL FIREPLACE IN THE LIVING ROOM. LISTED AS A THREE BEDROOM BECAUSE A DEN WAS ADDED OFF THE ORIGINAL 3RD BEDROOM WHICH MAKES IT A WALK-THRU BUT REALLY COULD BE ANOTHER BEDROOM OR 1ST FLOOR HOME OFFICE. FINISHED LOWER LEVEL WITH FULL BATHROOM, TWO AREAS FOR OFFICE OR WORK OUT ROOMS PLUS CENTER RECREATION ROOM. UPDATED FURNACE AND CENTRAL AIR CONDITIONING ALONG WITH AN OVERSIZED TWO CAR GARAGE. SPRINKLER SYSTEM, UPDATED WINDOWS AND GREAT NEIGHBORHOOD MAKE THIS A TRUE WINNER. AFTER ALMOST 58 YEARS THE SELLER SAYS ITS TIME FOR THE NEXT GENERATION.",$210,154,$196,711,,711,711,1949,2010,"Porch, Porch - Covered"
 $ 179 ,290000,299000,,#N/A,01/04/2019,1036,MAPLE,Avenue,Royal Oak,Oakland,48067,,4,3,1618,0.17,2 Story,"Cape Cod, Colonial", $ 179 ,Partially Finished,,290000,Vinyl,Central Air,"Fenced, Outside Lighting",,Detached,2 Car,"Forced Air, Zoned",310000,28,FALSE,"INCREDIBLE TURNKEY COLONIAL WITHIN WALKING DISTANCE OF DOWNTOWN ROYAL OAK. OPEN CONCEPT LIVING AND DINING ROOM OFFER A COZY FIREPLACE, TONS OF NATURAL LIGHT, AND GORGEOUS REFINISHED HARDWOOD FLOORS. UPDATED GALLEY STYLE KITCHEN BOASTS BREAKFAST NOOK, GRANITE COUNTERTOPS, AND STAINLESS STEEL APPLIANCES. THREE NICE SIZED ENTRY LEVEL BEDROOMS SHARE AN UPDATED FULL BATH WITH CUSTOM TILE SHOWER. ENJOY THE SPACIOUS UPPER-LEVEL MASTER SUITE FEATURING HARDWOOD FLOORS, WALK-IN CLOSET, AND UPDATED FULL BATH WITH NEW VANITY AND BEAUTIFUL EURO GLASS SHOWER WITH CUSTOM TILE WORK. LOWER LEVEL PROVIDES LAUNDRY, STORAGE, ADDITIONAL LIVING SPACE, AND A THIRD FULL BATH. UPDATES INCLUDE CEDAR PRIVACY FENCE, ELECTRICAL, STORM DOORS, AND GARAGE DOOR OPENER. QUIET NEIGHBORHOOD, 2.5 DETACHED CAR GARAGE, ENCLOSED FRONT PORCH, AND LARGE DECK FOR ENTERTAINING. WELCOME HOME!",$210,154,$196,"1,159",,"1,159",584,1920,2005,"Deck, Porch - Enclosed"
 $ 179 ,355000,374900,,#N/A,03/15/2019,1210,DONALD,Avenue,Royal Oak,Oakland,48073,,4,2.1,1980,0.14,2 Story,Colonial, $ 179 ,Finished,,355000,Vinyl,"Ceiling Fans 2+, Central Air","Chimney Cap(s), Fenced, Gutter Guard System, Outside Lighting, Satellite Dish, Sprinkler(s)",,Detached,2 Car,Forced Air,374900,32,FALSE,"SPACIOUS, UPDATED HOME THAT CHECKS ALL THE BOXES! WONDERFUL OPEN FLOOR PLAN OF KITCHEN AND FAMILY ROOM SATISFIES TODAY'S LIFESTYLE. KITCHEN HAS ISLAND WITH SINK. NEED A 5TH BEDROOM? THE VERSATILE HOME OFFICE/DEN HAS A CLOSET! FULL BATH ENTRY LEVEL. HARDWOOD FLOORS IN MUCH OF HOUSE. FINISHED LOWER LEVEL HAS 26 X 15 REC AREA, 1/2 BATH AND 11 X 7 W'IN PANTRY. PAVER PATIO OFF FR AND FENCED YARD. CALL LISTING AGENT PRIOR TO ANY OFFERS!",$210,154,$196,"2,123",923,"1,200",923,1951,2018,
 $ 179 ,260000,259900,,#N/A,08/02/2018,2918,Connecticut,Avenue,Royal Oak,Oakland,48073,,3,1.2,1450,0.16,1 1/2 Story,Bungalow, $ 179 ,Finished,,260000,"Brick, Vinyl",Central Air,Fenced,19X15,Detached,1 Car,"Forced Air, Wall/Floor Furnace",259900,41,FALSE,"NICELY APPOINTED BRICK BUNGALOW ON VERY WELL MAINTAINED TREE LINED STREET. LIVING ROOM W/WET PLASTER WALLS AND COVE CEILINGS. KITCHEN INCLUDES 12"" CT FLOOR, PLENTY OF RAISED PANEL OAK CABS, BLT IN SS DW & SS SINK W/ DISPOSAL, BLT IN MICRO, STV, REFRIGERATOR, & RECESSED LIGHTS. SPACIOUS FAMILY ROOM WITH FIREPLACE, PEGGED HW FLOORS, & EGRESS TO DECK & FENCED YARD. HARDWOOD FLOORS T/O LIVING ROOM, FAMILY ROOM, 2 BEDROOMS & 1/2 BATH OFF FAMILY ROOM. MASTER BEDROOM INCLUDES PLENTY OF BLT IN SHELVING, CEILING FAN, & UPDATED 1/2 BATH. BEAUTIFUL FINISHED BASEMENT. WALKING DISTANCE TO RED RUN PARK. MUST SEE!",$210,154,$196,"1,376",,"1,376",688,1996,,
 $ 179 ,209900,209900,,#N/A,05/09/2018,603,STEPHENSON HWY,,ROYAL OAK,Oakland,48067,,3,1,1170,0.17,1 Story,Ranch, $ 179 ,,,209900,Brick,"Ceiling Fan, Central Air",Fenced,,Attached,2 Car,Forced Air,209900,29,FALSE,"BUYERS FINANCING FELL THROUGH. THEIR LOSS IS YOUR GAIN! SUBJECT TO RELEASE OF PRIOR OFFER. CHECK OUT THIS CLEAN AND WELL MAINTAINED ROYAL OAK RANCH! IT SITS ON A GENEROUS CORNER LOT, FEATURING A PRIVACY FENCE AND A SIDE-TURNED GARAGE AND PARKING AREA. THIS CONVENIENTLY LOCATED (DOWNTOWN ROYAL OAK IN MOMENTS, DOWNTOWN DETROIT IN MINUTES) HOME BOASTS AN UPDATED FURNACE AND HWH, A SECONDARY HVAC UNIT FOR THE GARAGE THAT HAS BEEN CONVERTED INTO A LUXURIOUS HOME GYM, DIMENSIONAL SHINGLE ROOF, AND HARDWOOD FLOORS THROUGHOUT. THE SELLER IS OFFERING A $5,000 DECORATING ALLOWANCE SO YOU CAN ADD YOUR PERSONAL STYLE TO YOUR NEW HOME AND IS ALSO INCLUDING A HOME WARRANTY FOR YOUR PEACE OF MIND.",$210,154,$196,"1,109",,"1,109",867,1945,,Porch
 $ 179 ,185000,185000,,#N/A,07/30/2018,507,BALDWIN,Avenue,Royal Oak,Oakland,48067,,3,1,1031,0.07,1 1/2 Story,Bungalow, $ 179 ,Unfinished,,185000,Vinyl,Central Air,,,,No Garage,Forced Air,185000,27,FALSE,"THIS DOWNTOWN ROYAL OAK HOME IS MOVE IN READY & SURROUNDED BY HALF MILLION DOLLAR HOMES! ENTER THE HOME THROUGH THE COZY SUN PORCH WHICH IS PERFECT FOR RELAXING WITH YOUR MORNING COFFEE OR AFTER WORK COCKTAIL! SPACIOUS LIVING ROOM IS OPEN TO THE FORMAL DINING ROOM. NEWLY REFINISHED HARDWOOD FLOORS & FRESHLY PAINTED. UPDATED FULL BATH WITH NEWER VANITY & NEUTRAL TILE. TWO GOOD SIZED BEDROOMS LOCATED ON THE MAIN FLOOR. UPSTAIRS FEATURES OPTIONAL MASTER BEDROOM OR HOME OFFICE SPACE. VINTAGE KITCHEN WITH BAR EATING SPACE & INCLUDES ALL APPLIANCES. DOOR OFF THE KITCHEN LEADS TO LUSH LANDSCAPED BACKYARD WITH BRICK PAVER PATIO ~ PERFECT FOR SUMMER TIME ENTERTAINING! BASEMENT HAS BEEN WATERPROOFED WITH LIFETIME TRANSFERABLE WARRANTY ~ SO NO NEED TO WORRY! MECHANICAL UPDATES INCLUDE ROOF '06, FURNACE & A/C '02, VINYL SIDING & STEEL ENTRY DOORS '02, VINYL WINDOWS WITH LIFETIME WARRANTY, WATER HEATER '10 & REBUILT CHIMNEY.",$210,154,$196,"1,684",600,"1,084",784,1949,,Porch - Covered
 $ 179 ,332000,329900,,#N/A,06/19/2018,4420,SAMOSET,Road,Royal Oak,Oakland,48073,,4,2,1850,0.18,1 1/2 Story,Bungalow, $ 179 ,Partially Finished,,332000,Brick Siding,Central Air,,,"Detached, Door Opener",2 Car,Forced Air,329900,27,FALSE,"*HIGHEST AND BEST OFFERS DUE BY SUNDAY AT 2 PM* THIS 4 BEDROOM 2 FULL BATH HOME IS COMPLETELY UPDATED!  GREAT FAMILY ROOM ADDITION OFF THE BACK OF THE HOME, HARDWOOD FLOORS THROUGHOUT ENTRY AND UPPER LEVELS, STAINLESS STEEL APPLIANCES IN AN OPEN CONCEPT KITCHEN, AND A PARTIALLY FINISHED BASEMENT WITH PLENTY OF STORAGE SPACE.  A TON OF CURB APPEAL WITH THIS HOME AND THE FENCED IN BACKYARD IS JUST AS APPEALING WITH A BRICK PATIO FOR ENTERTAINING AND A 2 CAR GARAGE.  GREAT NEIGHBORHOOD IN ROYAL OAK AND ACROSS THE STREET FROM A PARK, ALSO VERY CLOSE TO DOWNTOWN BIRMINGHAM.  ENJOY!  BATVAI.",$210,154,$196,"1,512",442,"1,070","1,008",1956,,Patio
 $ 180 ,280000,279900,,#N/A,03/01/2019,1023,FERNWOOD,Road,Royal Oak,Oakland,48067,,3,2,1556,0.12,1 1/2 Story,Cape Cod, $ 180 ,Partially Finished,,280000,Vinyl,"Ceiling Fans 2+, Central Air",Fenced,,,No Garage,Forced Air,279900,42,FALSE,"EXTREMELY CHARMING AND WELL-MAINTAINED ROYAL OAK CAPE COD IN DESIRABLE VINSETTA PARK SUBDIVISION. GREAT CURB APPEAL WITH CLEAN LANDSCAPING AND NEWER SIDING EXTERIOR. CHARM ABOUNDS AS YOU ENTER TO SEE HARDWOOD FLOORS AND BEAUTIFUL CUSTOM WOOD MANTLE AND FIREPLACE. SPACIOUS AND UPDATED KITCHEN WITH GRANITE COUNTERTOPS OPENS TO YOUR FAMILY ROOM AND LIVING ROOM. AWESOME FAMILY ROOM WITH ADDITIONAL FIREPLACE AND DOORWALL OUT TO PATIO. TWO BEDROOMS AND BEAUTIFULLY UPDATED FULL BATH ON ENTRY LEVEL. UPSTAIRS HAS VERY FUNCTIONAL LOFT SPACE AND A HUGE MASTER BEDROOM. FINISHED BASEMENT WITH RENOVATED FULL BATH PROVIDES TONS OF EXTRA LIVING AND STORAGE SPACE. BACKYARD HAS A PRIVACY FENCE AND IS VERY PRIVATE. SIDING, ROOF, PLUMBING, A/C, GUTTERS, ELECTRICAL, AND PAVED PATIO ALL NEW IN 2013. FRESHLY PAINTED. CLOSE TO DOWNTOWN ROYAL OAK AND MINUTES TO BIRMINGHAM, FERNDALE, AND TONS OF DINING, ARTS, AND ENTERTAINMENT!",$210,154,$196,927,,927,700,1924,,
 $ 180 ,248000,249900,,#N/A,12/14/2018,3704,BENJAMIN,Avenue,Royal Oak,Oakland,48073,,3,2.1,1376,0.18,2 Story,Colonial, $ 180 ,Unfinished,,248000,"Aluminum, Other","Ceiling Fans 2+, Central Air","Fenced, Outside Lighting",,"Attached, Door Opener, Electricity, Side Entrance",2 Car,Forced Air,259900,47,FALSE,"BEAUTIFUL COLONIAL BUILT IN 1996! AWARD WINNING ROYAL OAK SCHOOLS! DON’T MISS THIS THREE BEDROOM, TWO AND A HALF BATH BEAUTY! HANSEN WINDOWS WITH TRANSFERABLE LIFETIME WARRANTY! NEW CENTRAL AIR IN 2013, GORGEOUS PERGO FLOORING 2018 AND  GORGEOUS MASTER SUITE WITH DUAL SINKS!  THIS ONE OF A KIND HOME HAS A GREAT FLOOR PLAN THAT INCLUDES A SPACIOUS LIVING ROOM WITH A GAS FIREPLACE AND OPEN DINING ROOM. BEAUTIFUL LANDSCAPING, COVERED FRONT PORCH, TWO CAR ATTACHED GARAGE WITH A PASS THROUGH DOOR. HUGE BACK PATIO, LARGE SHED AND A BIG BACKYARD WITH A PRIVACY FENCE.  DON’T DELAY! MAKE THIS YOUR NEW HOME QUICLY OR YOU WILL MISS OUT!",$210,154,$196,"1,816",778,"1,038","1,038",1950,2016,Porch - Covered
 $ 180 ,191500,199900,,#N/A,01/31/2019,3721,DURHAM,Road,Royal Oak,Oakland,48073,,3,1.1,1061,0.23,2 Story,Bungalow, $ 180 ,,,191500,Aluminum,"Ceiling Fan, Central Air","Chimney Cap(s), Fenced, Outside Lighting",,"Detached, Door Opener, Electricity, Side Entrance",2 Car,Forced Air,209900,34,FALSE,"MOTIVATED SELLER!! A PICTURE PERFECT TOTALLY UPDATED ROYAL OAK BUNGALOW.  THIS 3 BEDROOM, 1.1 BATH HOME HAS EVERYTHING TO OFFER.  BRIGHT LIVING ROOM, REMODELED KITCHEN WITH GRANITE COUNTERTOPS, BACKSPLASH, BREAKFAST BAR AND STAINLESS STEEL APPLIANCES.  THE SPACIOUS MASTER BEDROOM INCLUDES A REMODELED HALF BATH AND A WALK IN CLOSET.  A LARGE WOOD DECK, 2 CAR GARAGE AND A HUGE CORNER LOT. CENTRALLY LOCATED-CONVENIENT LOCATION FOR SHOPPING AND DINING IN DOWNTOWN ROYAL OAK, BIRMINGHAM, CLAWSON AND FERNDALE.  GIVE YOU AND YOUR FAMILY THE GIFT OF PRICELESS MEMORIES IN THIS BEAUTIFUL HOME FOR THE HOLIDAYS. THIS PROPERTY IS A MUST SEE!",$210,154,$196,"1,845",705,"1,140",705,1949,,"Deck, Porch - Covered"
 $ 181 ,180500,169000,,#N/A,05/18/2018,1600,MCLEAN,Avenue,Royal Oak,Oakland,48067,,3,1,1000,0.2,1 1/2 Story,Bungalow, $ 181 ,Partially Finished,,180500,Aluminum,Central Air,"Fenced, Outside Lighting",,"Detached, Door Opener, Electricity, Side Entrance",2 Car,Forced Air,169000,46,FALSE,"ADORABLE 1928 BUNGALOW WITH TONS OF CHARM AND ALL OF THE UPDATES DONE FOR YOU!   FABULOUS OPEN FLOOR PLAN HAS ORIGINAL SCULPTURED PLASTER WORK, COVED CEILINGS, ARCHED DOORWAYS, WOOD FLOORS, ORIGINAL FIREPLACE SURROUND, AND INVITING ENCLOSED FRONT PORCH.  CLEAN AND SOLID, THIS CHARMER HAS 3 BEDROOMS, 1 FULL BATH, AND AN GREAT KITCHEN WITH GRANITE COUNTERTOPS, AND A SPACIOUS GRANITE PENINSULA THAT CAN SEAT FOUR+. FINISHED BASEMENT HAS AN ADDITIONAL BEDROOM, WORK OUT AREA, AND  IS PLUMBED FOR AN ADDITIONAL BATH.  HUGE LOT AND BACKYARD WITH SPACIOUS 2 CAR GARAGE, DRIVEWAY AND LARGE SHED. BRING YOUR THINGS AND MOVE RIGHT IN!",$210,154,$196,"1,563",550,"1,013",579,1919,,"Deck, Porch - Covered"
 $ 181 ,184000,199900,,#N/A,10/10/2018,1036,VERMONT,Avenue,Royal Oak,Oakland,48067,,3,1,1019,0.14,1 1/2 Story,Bungalow, $ 181 ,Interior Access Only,,184000,Aluminum,"Ceiling Fan, Central Air","Awning/Overhang(s), Fenced, Gutter Guard System",,"Detached, Electricity",1 Car,Forced Air,219900,26,FALSE,"PLEASE COME SEE OUR NICE ROYAL OAK HOME,  CLOSE TO SCHOOLS AND ALL FREEWAYS AND DOWNTOWN ROYAL OAK.",$210,154,$196,"1,444",400,"1,044",800,1950,,"Patio, Porch - Covered"
 $ 181 ,192000,199900,,#N/A,12/03/2018,2218,4TH,Street,Royal Oak,Oakland,48067,,3,2,1063,0.1,1 1/2 Story,Bungalow, $ 181 ,Unfinished,,192000,Aluminum,"Ceiling Fan, Ceiling Fans 2+",Outside Lighting,24x24,"Detached, Direct Access, Door Opener, Electricity",2 Car,Forced Air,212000,26,FALSE,"ROYAL OAK VALUE!!  WALKABLE TO DOWNTOWN & IMMEDIATE OCCUPANCY.  NEW CARPET IN BASEMENT! BEAUTIFUL ORIGINAL HARDWOOD FLOORS THROUGHOUT, TASTEFUL PAINT COLORS & A CLEAN KITCHEN WITH SS APPLIANCES.  TAKE NOTICE OF THE PERFECT ENTERTAINERS LAYOUT WHILE YOU TOUR - THIS BUNGALOW WILL EASILY ALLOW FOR A FUTURE OPEN-CONCEPT DESIGN WITHOUT BREAKING YOUR BUDGET!  MAIN BATHROOM INCLUDES UPDATED STANDING SHOWER W/ BLACK SUBWAY TILE TO COMPLIMENT THE ORIGINAL GREY/BLK PORCELAIN.  NEW CARPET JUST INSTALLED IN THE BASEMENT.  BEAUTIFULLY LANDSCAPED YARD, FRONT AND BACK INCLUDING AN EXTRA DEEP SETBACK FROM 4TH ST; THIS HOME SITS ON A 110' DEEP LOT, BUT LIVES LIKE YOU'RE ON 130'.  2-CAR GARAGE, NEWER WINDOWS W/WARRANTY, SPACIOUS BUNGALOW AND A BASEMENT READY FOR YOUR FINISHING TOUCHES.  FULL BATH ALREADY DOWN BELOW, ALONG W/ TWO SUMP-PUMPS, MEANS YOU'RE READY TO BUILD EQUITY THE MOMENT YOU MOVE IN.",$210,154,$196,"1,791",578,"1,213","1,213",1950,2003,
